,title_start,title_end,distance,soc_start,soc_end,startingjob_count,startingjob_trend,targetjob_count,targetjob_trend
6104,budget analysts,compensation analyst,0.9906660054974202,1480,495,0.0,,1.0,-0.8
6105,technology consultant,compensation analyst,0.9914472412496307,2069,495,5.0,-0.5454545454545454,1.0,-0.8
6106,senior consultant,compensation analyst,0.9943740716434382,239,495,5.0,-0.4444444444444444,1.0,-0.8
6107,audit manager,compensation analyst,0.9890963008534979,2280,495,3.0,-0.5,1.0,-0.8
6108,clinical project manager,compensation analyst,0.9885703857489332,2625,495,1.0,,1.0,-0.8
6109,business consultant,compensation analyst,0.9842612388518537,1299,495,7.0,-0.5882352941176471,1.0,-0.8
6110,remediation consultant,compensation analyst,0.9782507130464242,240,495,0.0,,1.0,-0.8
6111,analyst,business analyst,0.9947477058370822,176,36,36.0,0.125,134.0,-0.2596685082872928
6112,analyst,business analyst,0.9947477058370822,176,36,36.0,0.125,134.0,-0.2596685082872928
6113,it project manager,business analyst,0.9910948417841137,282,36,23.0,-0.28125,134.0,-0.2596685082872928
6114,technical programs manager,business analyst,0.9818720525228815,2088,36,0.0,,134.0,-0.2596685082872928
6115,it director,business analyst,0.9824630711653892,2173,36,0.0,0.0,134.0,-0.2596685082872928
6116,financial accountant,business analyst,0.9873141356897697,1358,36,3.0,-0.8,134.0,-0.2596685082872928
6117,supply chain planner,business analyst,0.9802185221120893,1364,36,1.0,-0.9,134.0,-0.2596685082872928
6118,business analyst,business analyst,1.0,36,36,134.0,-0.2596685082872928,134.0,-0.2596685082872928
6119,operations analyst,business analyst,0.9921879253566819,42,36,6.0,-0.7857142857142857,134.0,-0.2596685082872928
6120,information technology project managers,business analyst,0.9938668956695362,100,36,0.0,,134.0,-0.2596685082872928
6121,operations systems specialist,business analyst,0.9780296618590519,1028,36,0.0,,134.0,-0.2596685082872928
6122,risk analyst,business analyst,0.9916835825720265,918,36,5.0,-0.375,134.0,-0.2596685082872928
6123,finance analyst,business analyst,0.9895849548188234,1278,36,0.0,0.0,134.0,-0.2596685082872928
6124,operational risk consultant,business analyst,0.9862142720882776,1805,36,0.0,,134.0,-0.2596685082872928
6125,implementation consultant,business analyst,0.9942719531644602,336,36,4.0,-0.6666666666666666,134.0,-0.2596685082872928
6126,quality lead,business analyst,0.9869529740129669,445,36,0.0,0.0,134.0,-0.2596685082872928
6127,property underwriter,business analyst,0.9870054969482795,1581,36,0.0,0.0,134.0,-0.2596685082872928
6128,project manager  senior,business analyst,0.9881095518710146,2613,36,1.0,-0.5,134.0,-0.2596685082872928
6129,planning analyst,business analyst,0.991178755957733,467,36,2.0,-0.3333333333333333,134.0,-0.2596685082872928
6130,marketing analyst,business analyst,0.9910382721489384,484,36,5.0,0.25,134.0,-0.2596685082872928
6131,supply chain analyst,business analyst,0.9887108051250845,1784,36,9.0,-0.35714285714285715,134.0,-0.2596685082872928
6132,applications analyst,business analyst,0.9942932816643113,1777,36,1.0,-0.75,134.0,-0.2596685082872928
6133,learning development specialist,business analyst,0.9843320284661894,1644,36,1.0,-0.8,134.0,-0.2596685082872928
6134,strategic marketing manager,business analyst,0.9711925654911195,1709,36,0.0,,134.0,-0.2596685082872928
6135,quantitative research analyst,business analyst,0.9834183967762669,2067,36,0.0,0.0,134.0,-0.2596685082872928
6136,business developer,business analyst,0.993688986070588,1205,36,0.0,0.0,134.0,-0.2596685082872928
6137,contract analyst,senior consultant,0.9896070011588041,1890,239,36.0,0.125,5.0,-0.4444444444444444
6138,contract analyst,senior consultant,0.9896070011588041,1890,239,36.0,0.125,5.0,-0.4444444444444444
6139,compensation analyst,senior consultant,0.9943740716434382,495,239,1.0,-0.8,5.0,-0.4444444444444444
6140,internal auditor,senior consultant,0.9963345595572285,980,239,0.0,0.0,5.0,-0.4444444444444444
6141,technology consultant,senior consultant,0.9862722532218965,2069,239,5.0,-0.5454545454545454,5.0,-0.4444444444444444
6142,senior consultant,senior consultant,1.0,239,239,5.0,-0.4444444444444444,5.0,-0.4444444444444444
6143,audit manager,senior consultant,0.9952933715554059,2280,239,3.0,-0.5,5.0,-0.4444444444444444
6144,banking manager,senior consultant,0.9876161833781596,1146,239,0.0,,5.0,-0.4444444444444444
6145,auditors,senior consultant,0.9919052407019806,570,239,0.0,,5.0,-0.4444444444444444
6146,benefits administrator,senior consultant,0.9914414311416495,671,239,2.0,-0.3333333333333333,5.0,-0.4444444444444444
6147,financial specialist,senior consultant,0.9881471048159207,1182,239,1.0,0.0,5.0,-0.4444444444444444
6148,chief financial officer,senior consultant,0.9899706543826243,48,239,18.0,1.0,5.0,-0.4444444444444444
6149,internal consultant,senior consultant,0.9917810714303485,2675,239,0.0,,5.0,-0.4444444444444444
6150,compensation director,senior consultant,0.9828920933602641,1559,239,0.0,,5.0,-0.4444444444444444
6151,benefit director,senior consultant,0.9828920933602641,1560,239,0.0,,5.0,-0.4444444444444444
6152,program analyst,senior consultant,0.9846376485198962,2348,239,12.0,11.0,5.0,-0.4444444444444444
6153,clinical analyst,senior consultant,0.9856495898810743,651,239,1.0,-0.6666666666666666,5.0,-0.4444444444444444
6154,compliance analyst,senior consultant,0.9828114430888426,1110,239,4.0,-0.5555555555555556,5.0,-0.4444444444444444
6155,construction managers,subcontract administrator,0.9851868151710024,243,469,0.0,,0.0,
6156,it auditor,subcontract administrator,0.9866021006285526,14,469,0.0,0.0,0.0,
6157,product support specialist,subcontract administrator,0.9897535412090017,2000,469,0.0,0.0,0.0,
6158,subcontract administrator,subcontract administrator,1.0,469,469,0.0,,0.0,
6159,purchasing agent,subcontract administrator,0.9872550839755518,1586,469,4.0,-0.8181818181818182,0.0,
6160,project accountant,subcontract administrator,0.9863749457245272,1185,469,5.0,-0.7619047619047619,0.0,
6161,it project manager,marketing analyst,0.9897264691752814,282,484,23.0,-0.28125,5.0,0.25
6162,supply chain planner,marketing analyst,0.9812389785582283,1364,484,1.0,-0.9,5.0,0.25
6163,information technology project managers,marketing analyst,0.9902388349368384,100,484,0.0,,5.0,0.25
6164,economic development coordinator,marketing analyst,0.9755066518142075,1049,484,0.0,0.0,5.0,0.25
6165,service tester,marketing analyst,0.9886363956902007,33,484,0.0,,5.0,0.25
6166,marketing analyst,marketing analyst,1.0,484,484,5.0,0.25,5.0,0.25
6167,business intelligence analysts,marketing analyst,0.9943525162135127,1003,484,0.0,,5.0,0.25
6168,supply chain analyst,marketing analyst,0.9882677156490449,1784,484,9.0,-0.35714285714285715,5.0,0.25
6169,intelligence,marketing analyst,0.9910423041758405,1975,484,0.0,,5.0,0.25
6170,applications analyst,marketing analyst,0.9893892570273441,1777,484,1.0,-0.75,5.0,0.25
6171,staff auditor,marketing analyst,0.9815088731749788,1892,484,1.0,-0.5,5.0,0.25
6172,strategic marketing manager,marketing analyst,0.9751571517656755,1709,484,0.0,,5.0,0.25
6173,delivery manager,marketing analyst,0.9869352266385152,1794,484,3.0,-0.8,5.0,0.25
6174,quantitative research analyst,marketing analyst,0.9914022006355481,2067,484,0.0,0.0,5.0,0.25
6175,decision support analyst,marketing analyst,0.9808928443379301,2172,484,0.0,0.0,5.0,0.25
6176,it project manager,implementation consultant,0.9895986446385536,282,336,23.0,-0.28125,4.0,-0.6666666666666666
6177,technical programs manager,implementation consultant,0.9840783071246093,2088,336,0.0,,4.0,-0.6666666666666666
6178,business analyst,implementation consultant,0.9942719531644602,36,336,134.0,-0.2596685082872928,4.0,-0.6666666666666666
6179,information technology project managers,implementation consultant,0.9920183981852713,100,336,0.0,,4.0,-0.6666666666666666
6180,e commerce strategist,implementation consultant,0.9873387732351009,2636,336,0.0,,4.0,-0.6666666666666666
6181,preconstruction manager,implementation consultant,0.9859829118960105,2184,336,0.0,,4.0,-0.6666666666666666
6182,implementation consultant,implementation consultant,1.0,336,336,4.0,-0.6666666666666666,4.0,-0.6666666666666666
6183,quality lead,implementation consultant,0.9864781959684771,445,336,0.0,0.0,4.0,-0.6666666666666666
6184,acquisition analyst,implementation consultant,0.9937467711357768,1813,336,0.0,,4.0,-0.6666666666666666
6185,planning analyst,implementation consultant,0.9941705837391965,467,336,2.0,-0.3333333333333333,4.0,-0.6666666666666666
6186,procurement agent,implementation consultant,0.9895094836276451,2226,336,0.0,0.0,4.0,-0.6666666666666666
6187,supply chain analyst,implementation consultant,0.986573174229227,1784,336,9.0,-0.35714285714285715,4.0,-0.6666666666666666
6188,business developer,implementation consultant,0.9918455268853039,1205,336,0.0,0.0,4.0,-0.6666666666666666
6189,product manager,implementation consultant,0.9944420299509243,145,336,101.0,-0.3221476510067114,4.0,-0.6666666666666666
6190,senior program manager,implementation consultant,0.9905294800521554,751,336,0.0,0.0,4.0,-0.6666666666666666
6191,it project manager,information technology project managers,0.9900647525896848,282,100,23.0,-0.28125,0.0,
6192,technical programs manager,information technology project managers,0.9831219355120105,2088,100,0.0,,0.0,
6193,grants administrator,information technology project managers,0.9828629175874967,1870,100,0.0,,0.0,
6194,supply chain planner,information technology project managers,0.9865241795030666,1364,100,1.0,-0.9,0.0,
6195,business analyst,information technology project managers,0.9938668956695362,36,100,134.0,-0.2596685082872928,0.0,
6196,information technology project managers,information technology project managers,1.0,100,100,0.0,,0.0,
6197,operations systems specialist,information technology project managers,0.9851400308737469,1028,100,0.0,,0.0,
6198,human resource officer,information technology project managers,0.9805083998517063,2879,100,1.0,,0.0,
6199,financial officer,information technology project managers,0.9805083998517063,2880,100,3.0,-0.5714285714285714,0.0,
6200,implementation consultant,information technology project managers,0.9920183981852713,336,100,4.0,-0.6666666666666666,0.0,
6201,quality lead,information technology project managers,0.9864149649517538,445,100,0.0,0.0,0.0,
6202,brand advocate,information technology project managers,0.9868623390181491,2244,100,0.0,,0.0,
6203,information systems analyst,information technology project managers,0.9768914601447989,1818,100,0.0,0.0,0.0,
6204,marketing analyst,information technology project managers,0.9902388349368384,484,100,5.0,0.25,0.0,
6205,applications analyst,information technology project managers,0.9892886318463221,1777,100,1.0,-0.75,0.0,
6206,delivery manager,information technology project managers,0.9872532758053671,1794,100,3.0,-0.8,0.0,
6207,quantitative research analyst,information technology project managers,0.9864530058490124,2067,100,0.0,0.0,0.0,
6208,decision support analyst,information technology project managers,0.9862528278571019,2172,100,0.0,0.0,0.0,
6209,business developer,information technology project managers,0.9906652412794725,1205,100,0.0,0.0,0.0,
6210,product manager,information technology project managers,0.9883164249754401,145,100,101.0,-0.3221476510067114,0.0,
6211,director of marketing,information technology project managers,0.9878985441364193,557,100,3.0,-0.625,0.0,
6212,it project manager,business developer,0.9913669838596608,282,1205,23.0,-0.28125,0.0,0.0
6213,technical programs manager,business developer,0.9868689703532825,2088,1205,0.0,,0.0,0.0
6214,it director,business developer,0.9809437949815039,2173,1205,0.0,0.0,0.0,0.0
6215,business analyst,business developer,0.993688986070588,36,1205,134.0,-0.2596685082872928,0.0,0.0
6216,information technology project managers,business developer,0.9906652412794725,100,1205,0.0,,0.0,0.0
6217,operations systems specialist,business developer,0.97305309642768,1028,1205,0.0,,0.0,0.0
6218,implementation consultant,business developer,0.9918455268853039,336,1205,4.0,-0.6666666666666666,0.0,0.0
6219,learning manager,business developer,0.978709171617435,595,1205,0.0,,0.0,0.0
6220,economists,business developer,0.9814053666268645,1951,1205,0.0,,0.0,0.0
6221,marketing analyst,business developer,0.989983315148234,484,1205,5.0,0.25,0.0,0.0
6222,intelligence,business developer,0.9905009441391815,1975,1205,0.0,,0.0,0.0
6223,applications analyst,business developer,0.9938205574712404,1777,1205,1.0,-0.75,0.0,0.0
6224,resource manager,business developer,0.9890984622258789,2160,1205,2.0,1.0,0.0,0.0
6225,erp manager,business developer,0.9890984622258789,2161,1205,0.0,0.0,0.0,0.0
6226,learning development specialist,business developer,0.9875808078309156,1644,1205,1.0,-0.8,0.0,0.0
6227,gis consultant,business developer,0.9867850200132952,1256,1205,0.0,,0.0,0.0
6228,technical project manager,business developer,0.9916490608315658,476,1205,23.0,-0.3611111111111111,0.0,0.0
6229,business developer,business developer,1.0,1205,1205,0.0,0.0,0.0,0.0
6230,product manager,business developer,0.9908829012855397,145,1205,101.0,-0.3221476510067114,0.0,0.0
6231,development manager,director of research,0.9926858462385382,594,72,10.0,-0.5,0.0,
6232,criminal analyst,director of research,0.9802227478957315,971,72,0.0,,0.0,
6233,lead scientist,director of research,0.983889033850913,2210,72,0.0,,0.0,
6234,director of research,director of research,1.0,72,72,0.0,,0.0,
6235,research analyst,director of research,0.9820280363685732,340,72,7.0,-0.78125,0.0,
6236,director design,director of research,0.9892964229157328,887,72,0.0,,0.0,
6237,researcher,director of research,0.9933831217827159,1352,72,1.0,-0.5,0.0,
6238,trainer,director of research,0.9842832961889478,1241,72,7.0,-0.4166666666666667,0.0,
6239,economic development coordinator,director of research,0.987806093988985,1049,72,0.0,0.0,0.0,
6240,talent manager,director of research,0.9795869471014627,1905,72,1.0,0.0,0.0,
6241,economists,director of research,0.9858600676802522,1951,72,0.0,,0.0,
6242,compliance analyst,director of research,0.9833342000935903,1110,72,4.0,-0.5555555555555556,0.0,
6243,conservation assistant,director of research,0.9631034026545129,2043,72,0.0,,0.0,
6244,development manager,director design,0.9872745177441979,594,887,10.0,-0.5,0.0,
6245,director of research,director design,0.9892964229157328,72,887,0.0,,0.0,
6246,director design,director design,1.0,887,887,0.0,,0.0,
6247,researcher,director design,0.9845814125120298,1352,887,1.0,-0.5,0.0,
6248,economic development coordinator,director design,0.9865462780401781,1049,887,0.0,0.0,0.0,
6249,administrative manager,director design,0.9742350748688424,2190,887,14.0,0.16666666666666666,0.0,
6250,conservation assistant,director design,0.961325869269346,2043,887,0.0,,0.0,
6251,development manager,economic development coordinator,0.985905715828773,594,1049,10.0,-0.5,0.0,0.0
6252,director of research,economic development coordinator,0.987806093988985,72,1049,0.0,,0.0,0.0
6253,director design,economic development coordinator,0.9865462780401781,887,1049,0.0,,0.0,0.0
6254,researcher,economic development coordinator,0.9844322006007706,1352,1049,1.0,-0.5,0.0,0.0
6255,field sales representative,economic development coordinator,0.9725009904729962,1338,1049,11.0,-0.26666666666666666,0.0,0.0
6256,economic development coordinator,economic development coordinator,1.0,1049,1049,0.0,0.0,0.0,0.0
6257,talent manager,economic development coordinator,0.9903936141084857,1905,1049,1.0,0.0,0.0,0.0
6258,development manager,project manager  senior,0.9857889658246476,594,2613,10.0,-0.5,1.0,-0.5
6259,compliance consultant,project manager  senior,0.9850615879581361,880,2613,0.0,0.0,1.0,-0.5
6260,risk analyst,project manager  senior,0.9899846106998336,918,2613,5.0,-0.375,1.0,-0.5
6261,operational risk consultant,project manager  senior,0.986293676769928,1805,2613,0.0,,1.0,-0.5
6262,technology director,project manager  senior,0.9911814307592193,1593,2613,0.0,0.0,1.0,-0.5
6263,business operations analyst,project manager  senior,0.9850577185600806,2180,2613,3.0,2.0,1.0,-0.5
6264,crime analyst,project manager  senior,0.9894344562930588,2482,2613,1.0,0.0,1.0,-0.5
6265,project manager  senior,project manager  senior,1.0,2613,2613,1.0,-0.5,1.0,-0.5
6266,staff auditor,project manager  senior,0.9858129846835375,1892,2613,1.0,-0.5,1.0,-0.5
6267,senior sales manager,project manager  senior,0.9813592029331089,1686,2613,1.0,-0.6666666666666666,1.0,-0.5
6268,hr analyst,project manager  senior,0.98946782923071,1509,2613,0.0,0.0,1.0,-0.5
6269,it architect,project manager  senior,0.9835965082215496,2399,2613,0.0,0.0,1.0,-0.5
6270,development manager,learning development specialist,0.985685474548545,594,1644,10.0,-0.5,1.0,-0.8
6271,web manager,learning development specialist,0.9754886191708254,1902,1644,1.0,-0.75,1.0,-0.8
6272,intelligence,learning development specialist,0.9864153991967455,1975,1644,0.0,,1.0,-0.8
6273,datastage developer,learning development specialist,0.9905143780494612,2472,1644,1.0,-0.5,1.0,-0.8
6274,staff auditor,learning development specialist,0.9841098318982804,1892,1644,1.0,-0.5,1.0,-0.8
